5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,가위,0,0,1,#endl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,펜,0,0,1,#endl
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,식칼,0,0,1,#endl
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,녹슨 검,0,0,1,#endl
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,망치,0,0,1,#endl
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,장창,0,0,1,#endl
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,단봉,0,0,1,#endl
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,대나부,0,0,1,#endl
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,너클,0,0,1,#endl
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,목장갑,0,0,1,#endl
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,쇠구슬,0,0,1,#endl
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,야구공,0,0,1,#endl
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,면도칼,0,0,1,#endl
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,양궁,0,0,1,#endl
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,발터 PPK,0,0,1,#endl
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,전신 수영복,0,0,1,#endl
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,화승총,0,0,1,#endl
